1210	34,42
1211	17
1212	42,59
1213	34,42
1214	17,20
1215	55
1216	12
1217	17,39
1218	7,17,55
1219	14,42
1220	3,17
1221	3,55
1222	7,42
1223	18,42
1224	12
1225	10,17,42
1226	21,54
1227	30,56
1228	23,30
1229	31
1230	7,8
1231	26
1232	56
1233	23,25
1234	4,7,8,17,40,41
1235	5,34
1236	31
1237	3,7
1238	51,55
1239	43,59
1240	21
1241	30,55
1242	17
1243	20
1244	23,42
1245	55
1246	34,42,51
1247	17,59
1248	3,10,12,17,30,44
1249	3
1250	25,55
1251	3,30
1252	22,59
1253	7
1254	7,34
1255	3,20,23,30,54
1256	8,30
1257	7,25,30,59
1258	42
1259	8,54
1260	7,42
1261	47,53
1262	55
1263	26,40,47
1264	17,51
1265	8
1266	34,40
1267	3,14,42
1268	30,34
1269	17,40
1270	10,17
1271	49
1272	22,55
1273	20
1274	20
1275	30
1276	10,44
1277	42
1278	5,7
1279	17,42
1280	0,16
1281	6,7,17,42
1282	26
1283	0,7
1284	39,40
1285	3
1286	8,19
1287	20,25
1288	42,49
1289	19,51
1290	7,42
1291	20,23,42
1292	17,42,44
1293	4,52
1294	8
1295	7,34
1296	30,55
1297	10,26
1298	3
1299	3,7
1300	54
1301	8,25,30,34,55
1302	54
1303	7,34,42,44,56
1304	7,54
1305	7,8,17,30
1306	20
1307	23
1308	12
1309	42,53
1310	7,30
1311	54
1312	7,14,19,20,30,31,55
1313	26
1314	23,42
1315	56,57
1316	8
1317	8
1318	26,34,42,56
1319	34,42
1320	17
1321	44
1322	49,53
1323	42
1324	55
1325	7,17
1326	17
1327	34,42
1328	23,53
1329	39,40
1330	6,59
1331	8,30
1332	54
1333	10,23,26,40,42
1334	30
1335	8,21,30,55
1336	16,47
1337	17
1338	23,42
1339	8,23
1340	8,9,34,42,56,57
1341	42,59
1342	30,55
1343	26,42
1344	3,7,30,34
1345	4,7,8,19,25,30
1346	7
1347	6,30
1348	26,59
1349	23,42
1350	7,28
1351	39,40
1352	42,49
1353	4,21,22,42,51
1354	23,42
1355	7,42
1356	30,54
1357	34,43
1358	17,53,54
1359	3,39
1360	26,54
1361	22,26
1362	17,20
1363	25,56
1364	30
1365	1,22
1366	54
1367	56
1368	14
1369	6,7
1370	57
1371	5,58
1372	26,39
1373	34,42
1374	7,30
1375	12,30
1376	54
1377	8,54
1378	17,21
1379	17,26
1380	8,33,42,47
1381	0,18
1382	40,56
1383	10,34
1384	42,49
1385	12,42,49
1386	8,36,42,52
1387	26,42
1388	42
1389	43,49
1390	14,42
1391	7,19
1392	3,5,7,8,22,26,49
1393	17,42
1394	6,7,8,45
1395	42
1396	5,42
1397	7,30,59
1398	21,55
1399	19,31
1400	29,47
1401	42
1402	8,20
1403	5,20
1404	8
1405	3,8
1406	3,7,8,20,23,30,55
1407	12,30,45,47
1408	42,59
1409	5,34
1410	8,17
1411	4,8
1412	49,56
1413	3
1414	23,42
1415	20,34,56
1416	7,19
1417	5,17,47,51
1418	5,7,8,56
1419	55
1420	7,53
1421	42,56
1422	40,47
1423	7,42
1424	7,8,22,42
1425	24,42,44,52
1426	2,34
1427	8,11,42
1428	8
1429	42
1430	43,59
1431	23
1432	3
1433	2,44,54,56
1434	8,30
1435	3,14
1436	47,59
1437	0,12,23,26,34,40,42,55
1438	37,55
1439	7,53
1440	54
1441	2,7,9,40
1442	8,23,30,42,54,59
1443	30,55
1444	20,25,26,34,42
1445	25,26,50,53
1446	40,54
1447	7,9,42,44
1448	17,59
1449	30,55
1450	23,42
1451	7,42
1452	51,56
1453	3,5,17,53
1454	54
1455	20,47,53
1456	5,40,52,53
1457	3,26
1458	3,17,59
1459	23,30,40
1460	5,19,42,49,59
1461	8,30
1462	54
1463	12,55
1464	25
1465	23,42
1466	39
1467	0,26,49
1468	42
1469	43,49
1470	9,23,34
1471	15,47,54
1472	1,54
1473	54
1474	50,53
1475	30,42,55
1476	34,42
1477	5,20,39,53
1478	17,26
1479	23,42
1480	42,54
1481	42
1482	14,20
1483	34,42
1484	39,49
1485	21,39,51,53
1486	3
1487	23,54
1488	42
1489	51
1490	53
1491	6,7
1492	8,42
1493	2,8,19,42
1494	17,59
1495	26,49
1496	54,55
1497	53,59
1498	23,49,53
1499	26,42
1500	17
1501	30
1502	12,30
1503	0,16
1504	17
1505	0,9
1506	7,53
1507	42,53
1508	12,55
1509	19,31
1510	4,54,55,56
1511	3
1512	40,56,57,59
1513	40,53
1514	20,42
1515	56
1516	10
1517	6,7
1518	3,14
1519	0,16
1520	23,42
1521	17,28
1522	10,17
1523	23
1524	8,34,42,44,59
1525	42
1526	3,17
1527	17,59
1528	12
1529	56
1530	12,17,39
1531	12,30
1532	39
1533	42,49
1534	7,34,55,57
1535	8,30,39
1536	56
1537	42,54
1538	17,49
1539	23,31
1540	17,59
1541	5,42
1542	34,42
1543	39
1544	42
1545	17,28,43,53,59
1546	7,26
1547	42,59
1548	7,17,20,23,42
1549	14
1550	21,54
1551	5,49
1552	3,30,47
1553	8,14
1554	9,42
1555	34,42
1556	20,34
1557	2,26
1558	0,13,19
1559	20
1560	10,17,57
1561	12,55
1562	10,42
1563	21
1564	21
1565	34
1566	8,31
1567	17,42
1568	3,12,42,53,55
1569	56
1570	40,47
1571	26,53,56
1572	36
1573	44
1574	6,7,23
1575	42,59
1576	20,23
1577	25,59
1578	5,18,19,34,55,58
1579	8,25,30,51
1580	20,38
1581	53
1582	12,55
1583	26,59
1584	0,49
1585	20,21,42,57
1586	8,19,51,55
1587	3,42
1588	3
1589	26,43
1590	8,42
1591	12,23,42,55
1592	40,55
1593	54
1594	8,18,42,54
1595	7,23
1596	2,26
1597	56
1598	30
1599	42,53
1600	12,30
1601	7,30
1602	8,19
1603	22,55
1604	30,40
1605	7
1606	17,59
1607	10,34
1608	42
1609	42,49
1610	39
1611	8
1612	12,30
1613	3,8
1614	16,42
1615	42,53
1616	1,2,3,17,23,26
1617	3,42
1618	3
1619	56,57
1620	26,49
1621	50,55
1622	20
1623	53,55
1624	6,8
1625	5,26,34,42
1626	23,42
1627	5,17
1628	44,51
1629	34,51
1630	8,18
1631	5
1632	12
1633	30
1634	20,34
1635	3,10,17,26,34,43
1636	17,59
1637	52,59
1638	22,51
1639	12,30
1640	8,16
1641	8,9
1642	57
1643	36,55
1644	3,25
1645	17
1646	42,59
1647	26,42
1648	9,33
1649	21,26,55
1650	5,49
1651	42
1652	22,47
1653	49
1654	30,37
1655	54
1656	40,47,53
1657	17
1658	8,18,42
1659	3,17
1660	7,8,23,51
1661	17,26,42
1662	8,13,19
1663	7,12
1664	17,26,49,54
1665	3,40
1666	3,39
1667	23,42
1668	6,7
1669	23,42
1670	20
1671	1,3,5,14,42,49,54
1672	12,39
1673	8,52
1674	8,18
1675	8,14,31,42
1676	26,55
1677	8,29
1678	34,54
1679	8,31
1680	7,53
1681	11,42
1682	37,40,55
1683	20,51
1684	6,8,55,56
1685	7,8
1686	23,42
1687	54,56
1688	20
1689	8,18
1690	18,23,42,54
1691	23,26,42,49
1692	14,34
1693	51,55
1694	8
1695	3,8,17,19,35,53
1696	23,51
1697	8
1698	55
1699	42
1700	4,7
1701	10,44
1702	34,49
1703	6,7
1704	26
1705	42
1706	3,6
1707	3,42
1708	7,8
1709	42,44
1710	7,42
1711	7
1712	39,41
1713	8
1714	7,12,30
1715	30
1716	40,42
1717	30,55
1718	54
1719	47,53
1720	34,42
1721	23
1722	30
1723	54
1724	54
1725	7,53
1726	17
1727	34,54
1728	6
1729	17
1730	7,12,40
1731	23
1732	39
1733	7,40,42,53,55,59
1734	12
1735	7,42
1736	16,42
1737	7,42,45
1738	30
1739	17,46
1740	7,42
1741	42
1742	42
1743	50
1744	12,55
1745	55
1746	54
1747	2,54
1748	17
1749	2,26
1750	3,42
1751	8,17
1752	1,56
1753	42,56
1754	34,47
1755	9,59
1756	6,7
1757	7
1758	8,30
1759	3,7,10,20,34,42
1760	42
1761	5,47
1762	54
1763	47,53
1764	17
1765	59
1766	3,5,6,7,12,17,26,30,49,56
1767	5,22
1768	3,17
1769	20
1770	44,56
1771	17,51
1772	17,52
1773	7,55
1774	11,42
1775	3,55
1776	17,53
1777	39
1778	49
1779	19,20,31,56,57
1780	16,55
1781	17,24,40,42,47,49
1782	8,16
1783	23,56,57
1784	56,57
1785	23
1786	23,44
1787	30,39
1788	7,42
1789	6,7,42
1790	42
1791	8,12,17,19,39,44
1792	12,30,53
1793	8,17
1794	5,47
1795	8
1796	24,56
1797	5,22
1798	17,26
1799	23
1800	17,42,53
1801	26,42
1802	34,51
1803	30,53
1804	8
1805	7,42
1806	30,42
1807	23,53
1808	12,30
1809	3
1810	42
1811	3,17
1812	8,26,30,49
1813	7,42
1814	17,34
1815	6,7
1816	16,39
1817	21
1818	42
1819	37,55
1820	17
1821	44
1822	8,55
1823	33,47,49,50
1824	42,59
1825	7,21
1826	40,47
1827	26,42
1828	16,42
1829	42,47
1830	25,51
1831	42
1832	34,51
1833	5,49
1834	3,17
1835	24,53
1836	43,59
1837	12,30
1838	3,26,42
1839	10,53
1840	3,17,42
1841	20,42
1842	2,8,30
1843	17,44
1844	42
1845	33,40
1846	41
1847	21
1848	17,44
1849	22
1850	34
1851	7,30,42
1852	17
1853	10,17
1854	21,40
1855	17
1856	3,17,44
1857	3,8
1858	6,42
1859	3,44
1860	3,17,42
1861	17,26,59
1862	42,45
1863	4,17
1864	34,51
1865	7,42,56,57,59
1866	23,42
1867	19
1868	21
1869	1
1870	23
1871	55
1872	12,44
1873	20,23
1874	14,18,20,23,25,42,57
1875	56
1876	17,39
1877	5,7,29,42
1878	17,30,55
1879	8,31
1880	7,42,56
1881	0,5
1882	0,5
1883	8,18,30
1884	12,17,21,30,55
1885	0,43
1886	14,17
1887	12,30
1888	3,17,26,29
1889	26
1890	0,5
1891	8,19
1892	11,23
1893	17,39
1894	12,21,30
1895	23,26
1896	40,56
1897	30,40
1898	7,59
1899	55
1900	5,49
1901	17,39
1902	23
1903	1,25
1904	34,49
1905	7,42,56
1906	3,23,30
1907	8
1908	43
1909	17
1910	34,53
1911	8
1912	20
1913	5,8,20,25,30,42
1914	6,17,34,56
1915	23,42
1916	42,59
1917	54
1918	3
1919	55,59
1920	1
1921	7,53
1922	7,8,23,42,54
1923	14,44
1924	40,47
1925	16,41
1926	6,7,30
1927	8,25
1928	17
1929	3,9
1930	17,55
1931	8,30
1932	42
1933	42
1934	3,39
1935	6,7
1936	14
1937	12,55
1938	34,42,56,59
1939	42
1940	5,12,16,17,21,23,26,30,39,40,42,44,47,49
1941	20,43
1942	21,51
1943	12,42
1944	42,59
1945	22,34
1946	42
1947	30,33
1948	42
1949	26
1950	7,42
1951	18,40
1952	30,55
1953	6,9,30
1954	30
1955	3,6,10,17
1956	3
1957	3,7,17,30,40,45,48,52,55,59
1958	6,30,42,54
1959	17,40,56,57
1960	26,33
1961	34,42
1962	8,30,57
1963	42
1964	7,30
1965	12,55
1966	54
1967	5,49
1968	20,56
1969	26,40
1970	7
1971	20,42
1972	12,30,42
1973	42,55
1974	34,51
1975	11,23,26,42,43,49,50
1976	8
1977	39,54
1978	17
1979	23,42
1980	34,51
1981	17,20
1982	10,12,30,53
1983	42
1984	51
1985	26,53
1986	23,42
1987	56
1988	5,28,40
1989	23
1990	7,17,34,44
1991	23
1992	23,42
1993	7,26,55
1994	8,19
1995	56
1996	20,42
1997	8,30
1998	4,17,20,54
1999	9,59
2000	7,8,12,55
2001	42
2002	47
2003	42,55
2004	34,53,59
2005	7,42
2006	42
2007	4,30,37,42,55
2008	7,19
2009	42
2010	42,59
2011	8
2012	40,47
2013	7,23
2014	49
2015	3,10,17
2016	25
2017	8,9,30,51,53
2018	3,16,17,50
2019	8
2020	7,17,42
2021	1,56
2022	12,55
2023	7,48
2024	3,17
2025	40
2026	4,8,12,19,30,54
2027	17,34,51
2028	5,55
2029	8,30,55
2030	16
2031	14,51
2032	17,39,42,53
2033	42
2034	42
2035	21,23,54
2036	23,42
2037	5,33,42,59
2038	7,42
2039	42,59
2040	17,56
2041	8,59
2042	11,18
2043	2,7,17
2044	8
2045	10,17
